school_code,school_name,course_code,course_name,semester_name,year,teacher_email,title,description,duration_seconds,video_url,thumbnail_url,tags,is_published
ECYS,Escuela de Ciencias y Sistemas,EDD-2024-2,Estructuras de Datos,Segundo Semestre,2024,catedratico@ingenieria.usac.edu.gt,Clase 05 - Recorridos en arboles,Recorridos en arboles. Grabacion de la clase 5 del curso Estructuras de Datos.,10,http://localhost:8081/clase-03.mp4?demo=11,,teoria,true
ECYS,Escuela de Ciencias y Sistemas,EDD-2024-2,Estructuras de Datos,Segundo Semestre,2024,catedratico@ingenieria.usac.edu.gt,Clase 06 - Tablas hash,Tablas hash. Grabacion de la clase 6 del curso Estructuras de Datos.,10,http://localhost:8081/clase-04.mp4?demo=12,,examen,true
ECYS,Escuela de Ciencias y Sistemas,SO1-2025-1,Sistemas Operativos 1,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 01 - Procesos e hilos,Procesos e hilos. Grabacion de la clase 1 del curso Sistemas Operativos 1.,10,http://localhost:8081/clase-01.mp4?demo=13,,teoria,true
ECYS,Escuela de Ciencias y Sistemas,SO1-2025-1,Sistemas Operativos 1,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 02 - Planificacion de CPU,Planificacion de CPU. Grabacion de la clase 2 del curso Sistemas Operativos 1.,10,http://localhost:8081/clase-02.mp4?demo=14,,teoria,true
ECYS,Escuela de Ciencias y Sistemas,SO1-2025-1,Sistemas Operativos 1,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 03 - Semaforos y exclusion mutua,Semaforos y exclusion mutua. Grabacion de la clase 3 del curso Sistemas Operativos 1.,10,http://localhost:8081/clase-03.mp4?demo=15,,examen,true
ECYS,Escuela de Ciencias y Sistemas,SO1-2025-1,Sistemas Operativos 1,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 04 - Interbloqueos,Interbloqueos. Grabacion de la clase 4 del curso Sistemas Operativos 1.,10,http://localhost:8081/clase-04.mp4?demo=16,,teoria,true
ECYS,Escuela de Ciencias y Sistemas,SO1-2025-1,Sistemas Operativos 1,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 05 - Memoria virtual,Memoria virtual. Grabacion de la clase 5 del curso Sistemas Operativos 1.,10,http://localhost:8081/clase-01.mp4?demo=17,,teoria,true
ECYS,Escuela de Ciencias y Sistemas,SO1-2025-1,Sistemas Operativos 1,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 06 - Sistemas de archivos,Sistemas de archivos. Grabacion de la clase 6 del curso Sistemas Operativos 1.,10,http://localhost:8081/clase-02.mp4?demo=18,,examen,true
EIC,Escuela de Ingenieria Civil,RES-2025-1,Resistencia de Materiales,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 01 - Esfuerzo y deformacion,Esfuerzo y deformacion. Grabacion de la clase 1 del curso Resistencia de Materiales.,10,http://localhost:8081/clase-03.mp4?demo=19,,teoria,true
EIC,Escuela de Ingenieria Civil,RES-2025-1,Resistencia de Materiales,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 02 - Ley de Hooke,Ley de Hooke. Grabacion de la clase 2 del curso Resistencia de Materiales.,10,http://localhost:8081/clase-04.mp4?demo=20,,teoria,true
EIC,Escuela de Ingenieria Civil,RES-2025-1,Resistencia de Materiales,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 03 - Diagramas de cortante,Diagramas de cortante. Grabacion de la clase 3 del curso Resistencia de Materiales.,10,http://localhost:8081/clase-01.mp4?demo=21,,examen,true
EIC,Escuela de Ingenieria Civil,RES-2025-1,Resistencia de Materiales,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 04 - Momento flector,Momento flector. Grabacion de la clase 4 del curso Resistencia de Materiales.,10,http://localhost:8081/clase-02.mp4?demo=22,,teoria,true
EIC,Escuela de Ingenieria Civil,RES-2025-1,Resistencia de Materiales,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 05 - Torsion en ejes,Torsion en ejes. Grabacion de la clase 5 del curso Resistencia de Materiales.,10,http://localhost:8081/clase-03.mp4?demo=23,,teoria,true
EIC,Escuela de Ingenieria Civil,RES-2025-1,Resistencia de Materiales,Primer Semestre,2025,auxiliar@ingenieria.usac.edu.gt,Clase 06 - Pandeo de columnas,Pandeo de columnas. Grabacion de la clase 6 del curso Resistencia de Materiales.,10,http://localhost:8081/clase-04.mp4?demo=24,,examen,true
EIME,Escuela de Ingenieria Mecanica Industrial,MAT1-2024-1,Matematica Basica 1,Primer Semestre,2024,catedratico@ingenieria.usac.edu.gt,Clase 01 - Limites y continuidad,Limites y continuidad. Grabacion de la clase 1 del curso Matematica Basica 1.,10,http://localhost:8081/clase-01.mp4?demo=25,,teoria,true
EIME,Escuela de Ingenieria Mecanica Industrial,MAT1-2024-1,Matematica Basica 1,Primer Semestre,2024,catedratico@ingenieria.usac.edu.gt,Clase 02 - La derivada,La derivada. Grabacion de la clase 2 del curso Matematica Basica 1.,10,http://localhost:8081/clase-02.mp4?demo=26,,teoria,true
EIME,Escuela de Ingenieria Mecanica Industrial,MAT1-2024-1,Matematica Basica 1,Primer Semestre,2024,catedratico@ingenieria.usac.edu.gt,Clase 03 - Regla de la cadena,Regla de la cadena. Grabacion de la clase 3 del curso Matematica Basica 1.,10,http://localhost:8081/clase-03.mp4?demo=27,,examen,true
EIME,Escuela de Ingenieria Mecanica Industrial,MAT1-2024-1,Matematica Basica 1,Primer Semestre,2024,catedratico@ingenieria.usac.edu.gt,Clase 04 - Maximos y minimos,Maximos y minimos. Grabacion de la clase 4 del curso Matematica Basica 1.,10,http://localhost:8081/clase-04.mp4?demo=28,,teoria,true
